window,train_start,train_end,validation_start,validation_end,target,horizon,model,transform,feature_set,MAE,RMSE,sMAPE,R2,directional_accuracy,UP_count,DOWN_count,UP_recall,DOWN_recall,always_up_accuracy,always_down_accuracy,N
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,handy,1d,Neural_Net,abs_change,full,120.89,157.22,1.4,0.986,78.3%,110,130,76.4%,80.0%,45.8%,54.2%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,handy,1d,Ridge_Residual_Hybrid,abs_change,full,101.95,144.22,1.18,0.9882,85.4%,110,130,84.5%,86.2%,45.8%,54.2%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,handy,1d,Validation_Weighted_Ensemble,abs_change,full,87.13,111.89,1.01,0.9929,95.4%,110,130,90.0%,100.0%,45.8%,54.2%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,handy,7d,Persistence,level,none,621.2,797.21,7.11,0.6484,N/A,112,127,N/A,N/A,46.7%,52.9%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,handy,7d,Naive_Mean_Change,abs_change,none,622.4,796.17,7.11,0.6493,46.7%,112,127,100.0%,0.0%,46.7%,52.9%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,handy,7d,Ridge,abs_change,full,446.85,644.39,5.11,0.7702,87.1%,112,127,84.8%,89.8%,46.7%,52.9%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,handy,7d,XGBoost,abs_change,full,569.6,705.34,6.46,0.7247,97.5%,112,127,100.0%,96.1%,46.7%,52.9%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,handy,7d,Neural_Net,abs_change,full,543.07,750.93,6.11,0.688,78.3%,112,127,77.7%,79.5%,46.7%,52.9%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,handy,7d,Ridge_Residual_Hybrid,abs_change,full,470.0,673.69,5.34,0.7489,87.5%,112,127,87.5%,88.2%,46.7%,52.9%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,handy,7d,Validation_Weighted_Ensemble,abs_change,full,384.76,516.6,4.33,0.8523,92.9%,112,127,94.6%,92.1%,46.7%,52.9%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,handy,14d,Persistence,level,none,1014.01,1286.42,11.42,0.0639,N/A,110,130,N/A,N/A,45.8%,54.2%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,handy,14d,Naive_Mean_Change,abs_change,none,1016.57,1283.78,11.43,0.0677,45.8%,110,130,100.0%,0.0%,45.8%,54.2%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,handy,14d,Ridge,abs_change,full,729.16,996.01,8.44,0.4388,87.5%,110,130,85.5%,89.2%,45.8%,54.2%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,handy,14d,XGBoost,abs_change,full,997.54,1445.96,10.69,-0.1827,95.4%,110,130,97.3%,93.8%,45.8%,54.2%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,handy,14d,Neural_Net,abs_change,full,1163.3,1486.88,12.89,-0.2506,71.2%,110,130,70.0%,72.3%,45.8%,54.2%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,handy,14d,Ridge_Residual_Hybrid,abs_change,full,881.89,1269.93,10.05,0.0877,87.1%,110,130,86.4%,87.7%,45.8%,54.2%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,handy,14d,Validation_Weighted_Ensemble,abs_change,full,667.93,898.68,7.59,0.5431,91.7%,110,130,91.8%,91.5%,45.8%,54.2%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,handy,30d,Persistence,level,none,1568.5,1838.77,17.89,-1.079,N/A,111,129,N/A,N/A,46.2%,53.8%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,handy,30d,Naive_Mean_Change,abs_change,none,1573.96,1829.57,17.89,-1.0583,46.2%,111,129,100.0%,0.0%,46.2%,53.8%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,handy,30d,Ridge,abs_change,full,1493.88,1968.49,18.47,-1.3827,83.3%,111,129,81.1%,85.3%,46.2%,53.8%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,handy,30d,XGBoost,abs_change,full,1815.17,2295.2,17.4,-2.2393,99.2%,111,129,99.1%,99.2%,46.2%,53.8%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,handy,30d,Neural_Net,abs_change,full,1707.5,2129.16,19.95,-1.7876,60.8%,111,129,52.3%,68.2%,46.2%,53.8%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,handy,30d,Ridge_Residual_Hybrid,abs_change,full,1671.73,2132.07,20.81,-1.7952,77.9%,111,129,75.7%,79.8%,46.2%,53.8%,240
Window_3,2016-01-04,2022-12-23,2023-01-03,2023-12-22,handy,30d,Validation_Weighted_Ensemble,abs_change,full,1074.03,1348.16,11.35,-0.1176,95.0%,111,129,99.1%,91.5%,46.2%,53.8%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,kdci,1d,Persistence,level,none,338.71,458.83,1.9,0.9754,N/A,95,145,N/A,N/A,39.6%,60.4%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,kdci,1d,Naive_Mean_Change,abs_change,none,340.37,459.66,1.91,0.9753,39.6%,95,145,100.0%,0.0%,39.6%,60.4%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,kdci,1d,Ridge,abs_change,full,211.99,287.87,1.2,0.9903,92.1%,95,145,91.6%,92.4%,39.6%,60.4%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,kdci,1d,XGBoost,abs_change,full,188.28,259.35,1.05,0.9921,99.6%,95,145,100.0%,99.3%,39.6%,60.4%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,kdci,1d,Neural_Net,abs_change,full,326.97,432.38,1.9,0.9781,77.5%,95,145,68.4%,83.4%,39.6%,60.4%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,kdci,1d,Ridge_Residual_Hybrid,abs_change,full,199.79,271.13,1.14,0.9914,94.2%,95,145,94.7%,93.8%,39.6%,60.4%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,kdci,1d,Validation_Weighted_Ensemble,abs_change,full,183.58,254.91,1.03,0.9924,99.6%,95,145,100.0%,99.3%,39.6%,60.4%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,kdci,7d,Persistence,level,none,1460.66,1940.21,8.37,0.6265,N/A,110,130,N/A,N/A,45.8%,54.2%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,kdci,7d,Naive_Mean_Change,abs_change,none,1465.09,1948.14,8.4,0.6235,45.8%,110,130,100.0%,0.0%,45.8%,54.2%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,kdci,7d,Ridge,abs_change,full,880.08,1164.83,5.13,0.8654,87.1%,110,130,83.6%,90.0%,45.8%,54.2%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,kdci,7d,XGBoost,abs_change,full,929.99,1127.05,5.26,0.874,99.2%,110,130,100.0%,98.5%,45.8%,54.2%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,kdci,7d,Neural_Net,abs_change,full,1421.21,1886.86,8.42,0.6468,69.6%,110,130,53.6%,83.1%,45.8%,54.2%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,kdci,7d,Ridge_Residual_Hybrid,abs_change,full,863.66,1144.56,5.04,0.87,89.6%,110,130,89.1%,90.0%,45.8%,54.2%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,kdci,7d,Validation_Weighted_Ensemble,abs_change,full,809.17,1006.53,4.65,0.8995,97.9%,110,130,99.1%,96.9%,45.8%,54.2%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,kdci,14d,Persistence,level,none,2227.52,2871.0,12.85,0.2927,N/A,114,126,N/A,N/A,47.5%,52.5%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,kdci,14d,Naive_Mean_Change,abs_change,none,2232.54,2885.37,12.88,0.2856,47.5%,114,126,100.0%,0.0%,47.5%,52.5%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,kdci,14d,Ridge,abs_change,full,1249.41,1598.85,7.35,0.7806,85.0%,114,126,69.3%,99.2%,47.5%,52.5%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,kdci,14d,XGBoost,abs_change,full,1076.28,1327.15,6.38,0.8489,100.0%,114,126,100.0%,100.0%,47.5%,52.5%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,kdci,14d,Neural_Net,abs_change,full,2245.62,2934.64,14.0,0.261,72.9%,114,126,54.4%,89.7%,47.5%,52.5%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,kdci,14d,Ridge_Residual_Hybrid,abs_change,full,1168.62,1505.27,6.95,0.8056,89.2%,114,126,78.1%,99.2%,47.5%,52.5%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,kdci,14d,Validation_Weighted_Ensemble,abs_change,full,1007.63,1261.32,5.99,0.8635,98.3%,114,126,96.5%,100.0%,47.5%,52.5%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,kdci,30d,Persistence,level,none,2923.49,3674.79,17.93,0.1801,N/A,89,151,N/A,N/A,37.1%,62.9%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,kdci,30d,Naive_Mean_Change,abs_change,none,2972.53,3722.4,18.2,0.1587,37.1%,89,151,100.0%,0.0%,37.1%,62.9%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,kdci,30d,Ridge,abs_change,full,1501.17,1936.51,9.05,0.7723,91.7%,89,151,82.0%,97.4%,37.1%,62.9%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,kdci,30d,XGBoost,abs_change,full,2099.56,2440.61,12.28,0.6383,100.0%,89,151,100.0%,100.0%,37.1%,62.9%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,kdci,30d,Neural_Net,abs_change,full,2326.88,2947.3,14.08,0.4726,82.1%,89,151,75.3%,86.1%,37.1%,62.9%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,kdci,30d,Ridge_Residual_Hybrid,abs_change,full,1429.36,1798.72,8.65,0.8036,92.1%,89,151,83.1%,97.4%,37.1%,62.9%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,kdci,30d,Validation_Weighted_Ensemble,abs_change,full,1388.89,1718.0,8.32,0.8208,94.6%,89,151,87.6%,98.7%,37.1%,62.9%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,cape,1d,Persistence,level,none,992.9,1305.06,3.95,0.9555,N/A,107,133,N/A,N/A,44.6%,55.4%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,cape,1d,Naive_Mean_Change,abs_change,none,994.57,1306.03,3.95,0.9555,44.6%,107,133,100.0%,0.0%,44.6%,55.4%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,cape,1d,Ridge,abs_change,full,654.51,884.18,2.58,0.9796,91.7%,107,133,91.6%,91.7%,44.6%,55.4%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,cape,1d,XGBoost,abs_change,full,611.45,809.89,2.4,0.9829,98.3%,107,133,100.0%,97.0%,44.6%,55.4%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,cape,1d,Neural_Net,abs_change,full,799.44,1027.03,3.17,0.9725,82.9%,107,133,87.9%,78.9%,44.6%,55.4%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,cape,1d,Ridge_Residual_Hybrid,abs_change,full,609.64,784.11,2.42,0.9839,98.3%,107,133,99.1%,97.7%,44.6%,55.4%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,cape,1d,Validation_Weighted_Ensemble,abs_change,full,590.32,767.1,2.34,0.9846,98.8%,107,133,100.0%,97.7%,44.6%,55.4%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,cape,7d,Persistence,level,none,3960.79,5125.86,15.88,0.3881,N/A,115,125,N/A,N/A,47.9%,52.1%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,cape,7d,Naive_Mean_Change,abs_change,none,3964.22,5133.19,15.88,0.3863,47.9%,115,125,100.0%,0.0%,47.9%,52.1%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,cape,7d,Ridge,abs_change,full,2584.09,3515.48,10.78,0.7122,87.5%,115,125,84.3%,90.4%,47.9%,52.1%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,cape,7d,XGBoost,abs_change,full,2322.22,2996.05,9.37,0.7909,98.3%,115,125,100.0%,96.8%,47.9%,52.1%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,cape,7d,Neural_Net,abs_change,full,3337.69,4888.72,12.97,0.4434,81.2%,115,125,87.0%,76.0%,47.9%,52.1%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,cape,7d,Ridge_Residual_Hybrid,abs_change,full,2475.13,3266.65,10.39,0.7515,93.3%,115,125,93.9%,92.8%,47.9%,52.1%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,cape,7d,Validation_Weighted_Ensemble,abs_change,full,2248.14,2930.05,9.18,0.8001,99.2%,115,125,100.0%,98.4%,47.9%,52.1%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,cape,14d,Persistence,level,none,5844.13,7361.7,23.44,-0.1829,N/A,132,108,N/A,N/A,55.0%,45.0%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,cape,14d,Naive_Mean_Change,abs_change,none,5831.91,7374.85,23.33,-0.1872,55.0%,132,108,100.0%,0.0%,55.0%,45.0%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,cape,14d,Ridge,abs_change,full,3681.66,4692.62,16.01,0.5193,83.8%,132,108,73.5%,96.3%,55.0%,45.0%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,cape,14d,XGBoost,abs_change,full,2958.6,3699.87,12.14,0.7012,100.0%,132,108,100.0%,100.0%,55.0%,45.0%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,cape,14d,Neural_Net,abs_change,full,4723.97,6472.43,18.89,0.0856,72.1%,132,108,61.4%,85.2%,55.0%,45.0%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,cape,14d,Ridge_Residual_Hybrid,abs_change,full,3419.08,4425.56,14.96,0.5725,87.1%,132,108,79.5%,96.3%,55.0%,45.0%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,cape,14d,Validation_Weighted_Ensemble,abs_change,full,2790.6,3573.79,11.69,0.7212,99.6%,132,108,99.2%,100.0%,55.0%,45.0%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,cape,30d,Persistence,level,none,6868.61,8654.41,28.49,-0.2567,N/A,90,150,N/A,N/A,37.5%,62.5%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,cape,30d,Naive_Mean_Change,abs_change,none,6942.63,8703.55,28.75,-0.271,37.5%,90,150,100.0%,0.0%,37.5%,62.5%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,cape,30d,Ridge,abs_change,full,3935.5,5486.68,16.61,0.4949,95.4%,90,150,88.9%,99.3%,37.5%,62.5%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,cape,30d,XGBoost,abs_change,full,3776.44,4878.66,16.5,0.6006,100.0%,90,150,100.0%,100.0%,37.5%,62.5%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,cape,30d,Neural_Net,abs_change,full,5524.42,7085.14,23.11,0.1577,77.9%,90,150,75.6%,79.3%,37.5%,62.5%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,cape,30d,Ridge_Residual_Hybrid,abs_change,full,3997.38,5385.89,17.52,0.5133,97.1%,90,150,92.2%,100.0%,37.5%,62.5%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,cape,30d,Validation_Weighted_Ensemble,abs_change,full,3607.47,4777.27,15.47,0.6171,98.3%,90,150,95.6%,100.0%,37.5%,62.5%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,panamax,1d,Persistence,level,none,230.2,318.11,1.53,0.9866,N/A,88,149,N/A,N/A,36.7%,62.1%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,panamax,1d,Naive_Mean_Change,abs_change,none,232.14,319.01,1.54,0.9866,36.7%,88,149,100.0%,0.0%,36.7%,62.1%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,panamax,1d,Ridge,abs_change,full,146.69,205.42,0.99,0.9944,90.4%,88,149,90.9%,91.9%,36.7%,62.1%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,panamax,1d,XGBoost,abs_change,full,133.36,193.02,0.9,0.9951,98.3%,88,149,98.9%,100.0%,36.7%,62.1%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,panamax,1d,Neural_Net,abs_change,full,224.21,288.79,1.55,0.989,73.8%,88,149,90.9%,65.1%,36.7%,62.1%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,panamax,1d,Ridge_Residual_Hybrid,abs_change,full,145.81,199.4,0.99,0.9948,93.8%,88,149,96.6%,94.0%,36.7%,62.1%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,panamax,1d,Validation_Weighted_Ensemble,abs_change,full,134.05,190.81,0.9,0.9952,97.9%,88,149,98.9%,99.3%,36.7%,62.1%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,panamax,7d,Persistence,level,none,1146.93,1405.21,7.63,0.7754,N/A,90,150,N/A,N/A,37.5%,62.5%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,panamax,7d,Naive_Mean_Change,abs_change,none,1157.28,1412.64,7.71,0.773,37.5%,90,150,100.0%,0.0%,37.5%,62.5%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,panamax,7d,Ridge,abs_change,full,707.19,908.92,4.78,0.906,91.7%,90,150,85.6%,95.3%,37.5%,62.5%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,panamax,7d,XGBoost,abs_change,full,698.21,847.17,4.86,0.9184,100.0%,90,150,100.0%,100.0%,37.5%,62.5%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,panamax,7d,Neural_Net,abs_change,full,1111.55,1400.71,8.02,0.7768,78.8%,90,150,65.6%,86.7%,37.5%,62.5%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,panamax,7d,Ridge_Residual_Hybrid,abs_change,full,724.43,877.39,4.97,0.9124,96.7%,90,150,94.4%,98.0%,37.5%,62.5%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,panamax,7d,Validation_Weighted_Ensemble,abs_change,full,653.06,783.05,4.49,0.9303,99.6%,90,150,98.9%,100.0%,37.5%,62.5%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,panamax,14d,Persistence,level,none,1663.19,2018.47,11.34,0.604,N/A,91,149,N/A,N/A,37.9%,62.1%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,panamax,14d,Naive_Mean_Change,abs_change,none,1683.57,2034.73,11.49,0.5976,37.9%,91,149,100.0%,0.0%,37.9%,62.1%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,panamax,14d,Ridge,abs_change,full,941.19,1178.78,6.25,0.865,90.8%,91,149,85.7%,94.0%,37.9%,62.1%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,panamax,14d,XGBoost,abs_change,full,983.92,1296.1,6.42,0.8367,100.0%,91,149,100.0%,100.0%,37.9%,62.1%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,panamax,14d,Neural_Net,abs_change,full,1442.71,1824.62,9.79,0.6764,72.5%,91,149,68.1%,75.2%,37.9%,62.1%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,panamax,14d,Ridge_Residual_Hybrid,abs_change,full,927.2,1126.56,6.51,0.8767,94.6%,91,149,92.3%,96.0%,37.9%,62.1%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,panamax,14d,Validation_Weighted_Ensemble,abs_change,full,730.34,974.01,4.88,0.9078,96.7%,91,149,98.9%,95.3%,37.9%,62.1%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,panamax,30d,Persistence,level,none,2211.45,2645.28,15.96,0.4521,N/A,64,176,N/A,N/A,26.7%,73.3%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,panamax,30d,Naive_Mean_Change,abs_change,none,2292.81,2701.24,16.5,0.4287,26.7%,64,176,100.0%,0.0%,26.7%,73.3%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,panamax,30d,Ridge,abs_change,full,1111.55,1429.68,8.34,0.84,89.6%,64,176,84.4%,91.5%,26.7%,73.3%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,panamax,30d,XGBoost,abs_change,full,1165.05,1384.02,8.74,0.85,100.0%,64,176,100.0%,100.0%,26.7%,73.3%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,panamax,30d,Neural_Net,abs_change,full,1824.29,2337.84,12.81,0.5721,72.1%,64,176,85.9%,67.0%,26.7%,73.3%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,panamax,30d,Ridge_Residual_Hybrid,abs_change,full,1106.82,1378.57,8.38,0.8512,97.1%,64,176,98.4%,96.6%,26.7%,73.3%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,panamax,30d,Validation_Weighted_Ensemble,abs_change,full,970.88,1213.99,7.41,0.8846,99.2%,64,176,98.4%,99.4%,26.7%,73.3%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,supramax,1d,Persistence,level,none,145.16,188.95,0.95,0.9833,N/A,102,138,N/A,N/A,42.5%,57.5%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,supramax,1d,Naive_Mean_Change,abs_change,none,146.11,189.74,0.96,0.9832,42.5%,102,138,100.0%,0.0%,42.5%,57.5%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,supramax,1d,Ridge,abs_change,full,107.34,135.92,0.72,0.9914,88.8%,102,138,80.4%,94.9%,42.5%,57.5%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,supramax,1d,XGBoost,abs_change,full,79.56,104.26,0.53,0.9949,100.0%,102,138,100.0%,100.0%,42.5%,57.5%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,supramax,1d,Neural_Net,abs_change,full,161.34,216.07,1.1,0.9782,79.6%,102,138,65.7%,89.9%,42.5%,57.5%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,supramax,1d,Ridge_Residual_Hybrid,abs_change,full,121.6,146.95,0.82,0.9899,94.2%,102,138,89.2%,97.8%,42.5%,57.5%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,supramax,1d,Validation_Weighted_Ensemble,abs_change,full,77.97,103.26,0.52,0.995,100.0%,102,138,100.0%,100.0%,42.5%,57.5%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,supramax,7d,Persistence,level,none,763.1,939.87,5.11,0.6554,N/A,89,151,N/A,N/A,37.1%,62.9%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,supramax,7d,Naive_Mean_Change,abs_change,none,773.87,946.48,5.18,0.6506,37.1%,89,151,100.0%,0.0%,37.1%,62.9%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,supramax,7d,Ridge,abs_change,full,530.23,646.95,3.63,0.8367,84.2%,89,151,84.3%,84.1%,37.1%,62.9%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,supramax,7d,XGBoost,abs_change,full,511.14,622.14,3.44,0.849,98.8%,89,151,100.0%,98.0%,37.1%,62.9%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,supramax,7d,Neural_Net,abs_change,full,840.33,1013.05,5.81,0.5997,81.7%,89,151,86.5%,78.8%,37.1%,62.9%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,supramax,7d,Ridge_Residual_Hybrid,abs_change,full,542.61,674.46,3.72,0.8226,86.2%,89,151,87.6%,85.4%,37.1%,62.9%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,supramax,7d,Validation_Weighted_Ensemble,abs_change,full,429.68,537.69,2.92,0.8872,97.1%,89,151,97.8%,96.7%,37.1%,62.9%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,supramax,14d,Persistence,level,none,1208.73,1449.46,8.28,0.3731,N/A,97,143,N/A,N/A,40.4%,59.6%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,supramax,14d,Naive_Mean_Change,abs_change,none,1222.89,1464.92,8.37,0.3597,40.4%,97,143,100.0%,0.0%,40.4%,59.6%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,supramax,14d,Ridge,abs_change,full,845.2,990.44,5.92,0.7073,86.7%,97,143,77.3%,93.0%,40.4%,59.6%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,supramax,14d,XGBoost,abs_change,full,906.15,1128.4,6.11,0.6201,99.6%,97,143,99.0%,100.0%,40.4%,59.6%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,supramax,14d,Neural_Net,abs_change,full,1185.22,1493.86,8.13,0.3341,75.4%,97,143,76.3%,74.8%,40.4%,59.6%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,supramax,14d,Ridge_Residual_Hybrid,abs_change,full,911.49,1092.78,6.37,0.6437,92.5%,97,143,88.7%,95.1%,40.4%,59.6%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,supramax,14d,Validation_Weighted_Ensemble,abs_change,full,755.7,912.61,5.26,0.7515,95.4%,97,143,91.8%,97.9%,40.4%,59.6%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,supramax,30d,Persistence,level,none,1574.48,1974.82,11.53,0.3122,N/A,90,150,N/A,N/A,37.5%,62.5%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,supramax,30d,Naive_Mean_Change,abs_change,none,1615.41,2023.65,11.79,0.2778,37.5%,90,150,100.0%,0.0%,37.5%,62.5%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,supramax,30d,Ridge,abs_change,full,1185.79,1530.76,8.66,0.5868,83.3%,90,150,75.6%,88.0%,37.5%,62.5%,240
Window_4,2016-01-04,2023-12-22,2024-01-02,2024-12-24,supramax,30d,XGBoost,abs_change,full,1509.85,1863.78,10.32,0.3874,95.4%,90,150,88.9%,99.3%,37.5%,62.5%,240
